105	173	194	N	9485	2004-02-12 00:00:00	2	7D6470 A & B	116	1	2	EUR	Please send 10mts off bulk for approval.		f		f	
169	159	197	N	9549	2004-03-05 00:00:00	3	23	154		2	AUD		Please note delivery is not until June.	t	23	f	
148	18	197	N	9528	2004-02-26 00:00:00	2		175		2	AUD			f		f	
137	141	200	N	9517	2004-02-20 00:00:00	3	fax	92		2	AUD			t	fax	t	46597
173	70	197	N	9553	2004-03-10 00:00:00	2	10.3	159		2	AUD		send to SUNRISE FASHIONS	t		f	
174	97	197	N	9554	2004-03-10 00:00:00	2	10.3.2004	64		2	AUD			t		t	
175	4	197	N	9555	2004-03-10 00:00:00	2		3		2	AUD			t		t	
176	227	197	N	9556	2004-03-10 00:00:00	2	10.3	207		2	AUD			f		f	
177	117	194	N	9557	2004-03-10 00:00:00	2	02668	76	1	2	EUR			t		f	
178	41	222	N	9558	2004-03-10 00:00:00	1		136	1	3	EUR	.25 m SOB to be sent for approval prior to bulk despatch		t		f	
179	19	200	N	9559	2004-03-10 00:00:00	3		15		2	AUD			f		f	
180	14	197	N	9560	2004-03-10 00:00:00	3		162		2	AUD		Please note we have offered customer $200.00 discount on previous order N9473 for damaged goods.  Please take discount on this order - Thank-you.	t		f	
172	90	197	N	9552	2004-03-09 00:00:00	2		60		2	AUD		Please note discounted price on 1925 Deer Hunter.	t		f	
181	47	212	N	9561	2004-03-10 00:00:00	3	F#00113	208	1	2	EUR			t	F#00113	f	
163	94	194	N	9543	2004-03-10 00:00:00	3	001007277	209	1	2	EUR	Please send 2 mts SOB for approval prior to bulk despatch.	Freight Forwarder: Qualitair. contact: Guido van Ballaert. tel: 33 1 48 16 22 00.	t	001007277	f	
182	183	208	N	9562	2004-03-10 00:00:00	3	390	206	1		EUR		Freigh Forwarder: Alternativ.	t	390	f	
171	74	197	N	9551	2004-03-09 00:00:00	2		51		2	AUD		Please note discounted price and order must be despatched 10/03/2004.	t		f	
183	4	197	N	9563	2004-03-11 00:00:00	2	PD60/PC58	3		2	AUD		Please send out ASAP	t	PD60/PC58	f	
184	177	189	N	9564	2004-03-12 00:00:00	3	5381	151	1	2	AUD	Clay to be lab-dipped. Please send to Marcs - Attn/ Vicki 1/2m each colour sampling off bulk for approval prior to bulk despatch.	Please note the 10% surcharge for smaller minimums has been included in the price.	t	5381	f	
185	173	194	N	9565	2004-03-12 00:00:00	3	8E4060 A / B	135	1	2	EUR	Please send 20m sampling off bulk by Airfreight with Alternativ to be sent to: Voyager, 586 Swanston Street, Carlton, 3053, Victoria. Australia. Attn/ Natalie.	Freight Forwarder: Alternativ.	t	8E4060	f	
167	173	212	N	9547	2004-03-04 00:00:00	2					USD	CANCELLED ORDER DO NOT PROCEED	CANCELLED ORDER DO NOT PROCEED	f		f	
109	66	197	N	9489	2004-02-17 00:00:00	2		171		2	AUD			f		f	
186	38	197	N	9566	2004-03-15 00:00:00	3	36530	27		2	AUD			t	36530	f	
188	176	211	N	9568	2004-03-15 00:00:00	3	9365		1		EUR	Please send 1m sampling off bulk along with dye batch cuttings to Botany - Attn/ Ana de Freitas for approval prior to bulk despatch.		t	9365	f	
187	176	228	N	9567	2004-03-15 00:00:00	3	9449		1		EUR	Please send 1m sampling off bulk, along with dye batch cuttings to Botany - Attn/ Ana de Freitas for approval prior to bulk despatch. \r\nPlease also send 10m sampling off bulk.		t	9449	f	
157	72	193	N	9537	2004-03-01 00:00:00	3	2872	145	1	2	EUR	Please send 8m sampling off bulk for approval prior to bulk despatch.	Freight Forwarder: ITA  International Transport Agency ISTANBUL Turkey Tel : 216-315 7530 Ctc: Derya Diri - Airfreight, Akin Ukur - Seafreight.\r\n	t	2872	f	
193	229	197	N	9573	2004-03-17 00:00:00	2		211		2	AUD		Please check your records for street number of address -Thanks.	t		f	
44	51	197	N	9424	2004-03-17 00:00:00	3	AA089341	155		2	AUD			t		f	
194	51	200	N	9574	2004-03-17 00:00:00	3		155	1		AUD			t		f	
195	141	197	N	9575	2004-03-17 00:00:00	3	09	92		2	AUD			t	09	f	
190	97	197	N	9570	2004-03-16 00:00:00	2		64		2	AUD	Order cancelled to faulty goods		f		f	
153	97	197	N	9533	2004-02-27 00:00:00	2		64		2	AUD			f		f	
196	171	197	N	9576	2004-03-18 00:00:00	2		189		2	AUD			t		f	
197	173	197	N	9577	2004-03-18 00:00:00	2	14980	135		2	AUD			t		f	
198	18	197	N	9578	2004-03-18 00:00:00	2		175		2	AUD		65mts of the MERINO JERSEY is from the return from FASHION LAB.	t		f	
199	19	200	N	9579	2004-03-18 00:00:00	3		15		2	AUD			f		f	
200	151	197	N	9580	2004-03-18 00:00:00	2	5624			2	AUD		Please deliver to:\r\n464 Chapel Street \r\nSouth Yarra 3414\r\nVictoria Australia	t	5624	f	
201	59	197	N	9581	2004-03-19 00:00:00	2		43		2	AUD			t		f	
207	162	200	N	9587	2004-03-21 00:00:00	3	1495 / 1496	109		2	AUD			t	1495 / 1496	f	
206	162	200	N	9586	2004-03-21 00:00:00	3	1495 / 1496	109		2	AUD			f	1495 / 1496	f	
208	137	189	N	9588	2004-03-21 00:00:00	3		144		2	AUD	Please send 2m sampling off each colour for approval prior to bulk despatch.		t		f	
125	173	193	N	9505	2004-02-24 00:00:00	2		116	2		EUR	10mts off bulk by Fedex	Lab dip #60099/6 has been approved	t		t	
210	41	194	N	9590	2004-03-22 00:00:00	1		136	1	3	EUR			t		f	
149	5	212	N	9529	2004-03-22 00:00:00	3	83626	213	1	2	EUR	Please send 2m sampling off bulk to Sydney (attn/ Linda Williams) along with dye batch lots and test report. Please also send 6m SOB direct to Shanghai Kite Fashion.	Freight Forwarder: DEK AM, BP NR 9, ST James 95700 Roissy en France, Paris. tel: (33 1) 34290922 / fax: (33 1) 34298341 / Contact: Gerard Dekeirel. 	t	83626	f	
152	137	212	N	9532	2004-03-22 00:00:00	3	21099	144	1	2	EUR	Order subject to strike-off approval.\r\n3m sampling off bulk to be sent for approval prior to bulk despatch.	Freight Forwarder: DEK-AMC, BP Nr 9, St James, 9570 Roissy en France, tel: 34 29 09 22, fax: 34 29 83 41. contact: Marc Huertas.	t	21099	t	014383
211	141	197	N	9591	2004-03-23 00:00:00	3	21	92		2	AUD			t	21	f	
192	162	200	N	9572	2004-03-23 00:00:00	3	1465	109		2	AUD	2m sampling off bulk to be sent for approval prior to bulk despatch.		t	1465	t	
212	162	189	N	9592	2004-03-23 00:00:00	3	1317	109		2	AUD	Please send 2m sampling off bulk for approval prior to bulk despatch.		t	1317	f	
213	113	193	N	9593	2004-03-23 00:00:00	2	7326	161	2		EUR	Please send 2mts sampling off bulk for approval prior to bulk despatch.		t	7326	f	
215	165	197	N	9595	2004-03-24 00:00:00	3		139		2	AUD	Please make sure exact qtys are sent.		t		f	
216	141	197	N	9596	2004-03-24 00:00:00	3	24	92		2	AUD			t	24	f	
217	162	194	N	9597	2004-03-24 00:00:00	3	1325	109	1		EUR	Please send 2m sampling off bulk for approval prior to bulk despatch.	Freight Forwarder: Danzas.	t	1325	f	
205	173	211	N	9585	2004-03-19 00:00:00	2		116	2		EUR	10mts each colour off bulk to be sent by AIR,		t		f	
209	173	193	N	9589	2004-03-19 00:00:00	2	8E6160	116	2		EUR	Please send 20mts off bulk for approval before shipping the bulk		t		t	
218	162	194	N	9598	2004-03-24 00:00:00	3	1324	109	1		EUR	Please send 2m sampling off bulk for approval prior to bulk despatch.\r\n	Freight Forwarder: Danzas.	t	1324	f	
219	102	197	N	9599	2004-03-25 00:00:00	3	CL2304	67		2	AUD			t	CL2304	f	
220	18	197	N	9600	2004-03-25 00:00:00	2		175		2	AUD		send a.s.a.p. URGENT	t		t	
214	162	194	N	9594	2004-03-25 00:00:00	3	1316	109	1		EUR	Please send 2m sampling off bulk for approval prior to bulk despatch.	Freight Forwarder: Danzas.	t	1316	f	
222	90	197	N	9602	2004-03-25 00:00:00	2		60		2	AUD			t		f	
221	227	197	N	9601	2004-03-25 00:00:00	2		207		2	AUD			t		f	
223	59	197	N	9603	2004-03-26 00:00:00	2		43		2	AUD			t		t	
224	41	222	N	9604	2004-03-26 00:00:00	1		136	1	3	EUR	.25mts SOB to be sent for approval prior to bulk despatch		f		f	
225	90	200	N	9605	2004-03-26 00:00:00	2		60		2	AUD			t		f	
228	155	220	N	9608	2004-03-26 00:00:00	3		104	1		EUR			t		f	
227	98	220	N	9607	2004-03-26 00:00:00	1	680	65	1	3	USD			t	680	f	
229	2	197	N	9609	2004-03-29 00:00:00	2	37369	2		2	AUD			t		f	
230	229	197	N	9610	2004-03-29 00:00:00	2		211		2	AUD	Please send urgently!		t		f	
231	98	220	N	9611	2004-03-29 00:00:00	1	0680	65	1	3	USD	Please send 5mts SOB via UPS.	Freight forwarder: Via Savino.	t	0680	f	
232	18	197	N	9612	2004-03-29 00:00:00	2		175		2	AUD			t		f	
236	18	197	N	9616	2004-03-30 00:00:00	2	29.3	175		2	AUD			t		t	
78	70	197	N	9458	2004-02-22 00:00:00	2		159		2	AUD		PLEASE SEND TO SUNRISE FASHIONS A.S.A.P.	f		f	
238	231	197	N	9618	2004-03-30 00:00:00	2		214		2	AUD			t		f	
240	35	197	N	9620	2004-03-30 00:00:00	3		191		2	AUD			t		f	
242	66	197	N	9622	2004-03-30 00:00:00	2	3505	171		2	AUD			t	3505	f	
237	139	185	N	9617	2004-03-31 00:00:00	1		90	1		USD	Please send .25m SOB for approval prior to bulk shipment.		f		f	
246	97	197	N	9626	2004-03-31 00:00:00	2	31.3.2004	64		2	AUD		Do not cut yet as customer will add to this quantity.  please hold another 20mts in each colour.	t		f	
247	173	194	N	9627	2004-03-31 00:00:00	3		116	1		EUR	Please send sampling direct to customer at Carlton address, Attn/ Natalie. Please use Fedex Account No: 174 211 728.		t		f	
248	16	233	N	9628	2004-03-31 00:00:00	3		13	1		USD	Please send goods via customer DHL Account No: 962 638 684.		t	email	f	
249	94	194	N	9629	2004-03-31 00:00:00	3	F4660	63	1		EUR	Please send direct to Marcs - Attn/ Tanya.		t	F4660	f	
250	18	197	N	9630	2004-03-31 00:00:00	2	26.3	175		2	AUD			t		f	
253	66	197	N	9633	2004-04-01 00:00:00	2	3507	171		2	AUD			t		f	
254	42	197	N	9634	2004-04-01 00:00:00	2				2	AUD			t		f	
